UPLOAD ID,ENTRY DATE,CALLSIGN CODE,AIRCRAFT CODE,DEPARTURE,DESTINATION,ENTRY FIX,EXIT FIX,MOVEMENT TYPE,ENTRY TIME,EXIT TIME,REMARKS,INFORMATION,COMMENTS
1929900,2023-01-01T00:00:00.000+04:00,FDB1,B38M,OMDB,OTHH,OMDB,TOSNA,,514,541, Period:Not Found,A6FMJ,
1929901,2023-01-01T00:00:00.000+04:01,QTR8029,B77L,ZGGG,OTHH,MENSA,TOSNA,,515,549,,A7BFU,
1929902,2023-01-01T00:00:00.000+04:02,UAE59,B77W,OMDB,EDDH,OMDB,TUMAK,,516,537,,A6EPM,
1929903,2023-01-01T00:00:00.000+04:03,QSM2210,A320,OIIE,OMDB,ORSAR,OMDB,,516,540,,EPFQP,
1929904,2023-01-01T00:00:00.000+04:04,UAE127,B77W,OMDB,LOWW,OMDB,TUMAK,,517,539,,A6ENL,
1929905,2023-01-01T00:00:00.000+04:05,DHX261,B763,OBBI,OMDB,NALPO,OMDB,,517,545,,A9CDHW,
1929906,2023-01-01T00:00:00.000+04:06,BAW276,B788,VOHS,EGLL,MENSA,TUMAK,,517,547,,GZBJJ,
1929907,2023-01-01T00:00:00.000+04:07,UAE14E,A388,OMDB,KLAX,OMDB,GABKO,,518,531,,A6EVC,
1929908,2023-01-01T00:00:00.000+04:08,KZR895,A21N,UAAA,OMDB,PATAT,OMDB,,518,538,,EIKGJ,
1929909,2023-01-01T00:00:00.000+04:09,UAE9CL,A388,OMDB,EDDM,OMDB,TUMAK,,520,542,,A6EUJ,
1929910,2023-01-01T00:00:00.000+04:10,UPS25,B748,OMSJ,EDDK,OMSJ,ALPOB,,520,544,,N623UP,
1929911,2023-01-01T00:00:00.000+04:11,AXB889,B738,VOML,OBBI,SODEX,ORMID,,520,549,,VTAXX,
1929912,2023-01-01T00:00:00.000+04:12,OMA603,B38M,OOMS,OMDB,SOLUD,OMDB,,521,542,,A4OMK,
1929913,2023-01-01T00:00:00.000+04:13,ETD321,A321,OMAA,OEDF,OMAA,ORMID,,521,542,,A6AEB,
1929914,2023-01-01T00:00:00.000+04:14,UAE52M,B77W,OMDB,EDDF,OMDB,TUMAK,,521,544,,A6EQN,
1929915,2023-01-01T00:00:00.000+04:15,IGO1682,A20N,OTHH,VOHS,NAMLA,TONVO,,522,547,,VTISW,
1929916,2023-01-01T00:00:00.000+04:16,BRU728,B38M,OMSJ,UMMS,OMSJ,GABKO,,523,533,,EW528PA,
1929917,2023-01-01T00:00:00.000+04:17,UAE81,B77W,OMDB,LFLL,OMDB,TUMAK,,523,545,,A6EBQ,
1929918,2023-01-01T00:00:00.000+04:18,ABY734,A21N,OMSJ,HKJK,OMSJ,MEMTU,,525,549,,A6ATF,
1929919,2023-01-01T00:00:00.000+04:19,FDB5GD,B738,OMDB,UWKD,OMDB,GABKO,,525,536,,A6FEQ,
1929920,2023-01-01T00:00:00.000+04:20,UAE97,A388,OMDB,LIRF,OMDB,TUMAK,,526,548,,A6EEO,
1929921,2023-01-01T00:00:00.000+04:21,UAE261,A388,OMDB,SBGR,OMDB,ALPOB,,527,550,,A6EUE,
1929922,2023-01-01T00:00:00.000+04:22,ADY450,A320,OMAA,OLBA,OMAA,TUMAK,,528,548,,A6AUA,
1929923,2023-01-01T00:00:00.000+04:23,ABY954,A320,OMSJ,UUDD,OMSJ,GABKO,,528,538,,A6ANC,
1929924,2023-01-01T00:00:00.000+04:24,FDX5460,B77L,LFPG,VABB,NALPO,TONVO,,529,547,,N880FD,
1929925,2023-01-01T00:00:00.000+04:25,ADY010,A320,OMAA,OBBI,OMAA,ORMID,,529,551,,A6AUI,
1929926,2023-01-01T00:00:00.000+04:26,UAE93,B77W,OMDB,LIPE,OMDB,TUMAK,,529,551,,A6ECJ,
1929927,2023-01-01T00:00:00.000+04:27,SVA987,B77L,VTBS,OERK,LUDID,PEKEM,,529,540,,HZAK73,
1929928,2023-01-01T00:00:00.000+04:28,ABY720,A21N,OMSJ,HUEN,OMSJ,MEMTU,,530,554,,A6ATE,
1929929,2023-01-01T00:00:00.000+04:29,UAE398,B77W,OMDB,WADD,OMDB,GOMTA,,530,545,,A6ENC,
1929930,2023-01-01T00:00:00.000+04:30,UAE5DC,B77W,OMDB,LKPR,OMDB,TUMAK,,531,553,,A6ENK,
1929931,2023-01-01T00:00:00.000+04:31,FDB9YD,B38M,OMDB,LYBE,OMDB,GABKO,,533,545,,A6FMF,
1929932,2023-01-01T00:00:00.000+04:32,FDB611,B38M,OMDB,HJJJ,OMDB,MEMTU,,534,557,,A6FPD,
1929933,2023-01-01T00:00:00.000+04:33,XRO897,F900,OBBI,VTBD,NALPO,TONVO,,534,553,,PHSTB,
1929934,2023-01-01T00:00:00.000+04:34,HLF9859,B77L,ZGSZ,OERK,MENSA,ALPOB,,535,605,,B2079,
1929935,2023-01-01T00:00:00.000+04:35,UAE133,A388,OMDB,UUDD,OMDB,GABKO,,536,546,,A6EER,
1929936,2023-01-01T00:00:00.000+04:36,ETD141,B789,OMAA,CYYZ,OMAA,GABKO,,536,555,,A6BLH,
1929937,2023-01-01T00:00:00.000+04:37,CFRJZ,ASTR,OMAD,LGAV,OMAD,ALPOB,,536,557,,,
1929938,2023-01-01T00:00:00.000+04:38,ABY562,A320,OMSJ,OPFA,OMSJ,GABKO,,536,548,,A6AOE,
1929939,2023-01-01T00:00:00.000+04:39,A6AWJ,A139,OMAA,OMAS,OMAA,OMAS,,537,625,,,
1929940,2023-01-01T00:00:00.000+04:40,UAE4PV,A388,OMDB,LIMC,OMDB,TUMAK,,537,558,,A6EEZ,
1929941,2023-01-01T00:00:00.000+04:41,IGO026,A20N,VOHS,OMDB,PASOV,OMDB,,538,557,,VTIPE,
1929942,2023-01-01T00:00:00.000+04:42,JZR121,A20N,OKBK,OMDB,OBNET,OMDB,,538,604,,9KCBC,
1929943,2023-01-01T00:00:00.000+04:43,UAE9EC,B77W,OMDB,LIPZ,OMDB,TUMAK,,539,600,,A6ECU,
1929944,2023-01-01T00:00:00.000+04:44,KNE328,A20N,VOCL,OERK,MENSA,ALPOB,,539,612,,HZNS39,
1929946,2023-01-01T00:00:00.000+04:45,AXB582,B738,OEDF,VOTV,OVONA,LABRI,,539,559,,VTAYD,
1929947,2023-01-01T00:00:00.000+04:46,ETD58B,B789,OMAA,EHAM,OMAA,TUMAK,,540,600,,A6BLR,
1929948,2023-01-01T00:00:00.000+04:47,A6AWF,A139,OMAA,ZZZZ,OMAA,OMAA,,541,553,,,
1929949,2023-01-01T00:00:00.000+04:48,FDX5384,B77L,LFPG,VIDP,NALPO,TONVO,,541,559,,N864FD,
1929950,2023-01-01T00:00:00.000+04:49,ABQ117,A320,OMDB,OPKC,OMDB,LALDO,,541,556,,APBNU,
1929952,2023-01-01T00:00:00.000+04:50,FDB821,B38M,OMDB,OEJN,OMDB,ALPOB,,542,606,,A6FMI,
1929953,2023-01-01T00:00:00.000+04:51,SEJ011,B38M,VIDP,OMDB,PATAT,OMDB,,542,602,,TCMKB,
1929954,2023-01-01T00:00:00.000+04:52,KNE201,A20N,OERK,OMDB,NALPO,OMDB,,542,610,,HZNS36,
1929955,2023-01-01T00:00:00.000+04:53,UAE88N,B77W,OMDB,FLKK,OMDB,MEMTU,,543,603,,A6ENX,
1929956,2023-01-01T00:00:00.000+04:54,IGO1716,A20N,OTHH,VOKN,BUNDU,LABRI,,544,605,,VTIJX,
1929958,2023-01-01T00:00:00.000+04:55,FDB9HS,B738,OOMS,OMDB,SOLUD,OMDB,,544,606,,OKTVX,
1929959,2023-01-01T00:00:00.000+04:56,UAE793,B77W,OMDB,FNLU,OMDB,MEMTU,,545,605,,A6EGT,
1929960,2023-01-01T00:00:00.000+04:57,ETD55E,A321,OMAA,OLBA,OMAA,ALPOB,,545,606,,A6AEC,
1929961,2023-01-01T00:00:00.000+04:58,IGO063,A20N,VABB,OMDB,PASOV,OMDB,,546,608,,VTISY,
1929962,2023-01-01T00:00:00.000+04:59,DLH639,A359,OMDB,EDDM,OMDB,TUMAK,,546,609,,DAIXC,
1930025,2023-01-01T00:00:00.000+04:60,QTR944,B788,OTHH,WSSS,NAMLA,TONVO,,625,649,,A7BCF,
1930026,2023-01-01T00:00:00.000+04:61,FVS202,DH8D,OMAZ,OMAD,OMAZ,OMAD,,625,646,,A6FLQ,
1930027,2023-01-01T00:00:00.000+04:62,MJN238,C130,OOMN,OOKB,LALDO,LALDO,,626,626,,,TFC INFO
1930028,2023-01-01T00:00:00.000+04:63,UAE660,B77W,OMDB,VRMM,OMDB,TARDI,,626,640,,A6EGD,
1930029,2023-01-01T00:00:00.000+04:64,BAW104,B772,OMDB,EGLL,OMDB,TUMAK,,628,651,,GYMMI,
1930030,2023-01-01T00:00:00.000+04:65,IGO1718,A21N,OTHH,VABB,NAMLA,TONVO,,628,652,,VTILV,
1930031,2023-01-01T00:00:00.000+04:66,ETD653,A321,OMAA,HECA,OMAA,ALPOB,,629,650,,A6AED,
1930032,2023-01-01T00:00:00.000+04:67,UAE352,A388,OMDB,WSSS,OMDB,GOMTA,,629,644,,A6EOV,
1930033,2023-01-01T00:00:00.000+04:68,OMS223,A21N,OOMS,OKBK,ITRAX,TUMAK,,629,656,,A4OOXC,
1930034,2023-01-01T00:00:00.000+04:69,ETD9932,B77L,ZSPD,OMAA,SODEX,OMAA,,631,646,,A6DDE,
1930035,2023-01-01T00:00:00.000+04:70,CLX5YJ,B744,WMKK,OMDW,TAPRA,OMDW,,631,652,,LXMCL,
1930036,2023-01-01T00:00:00.000+04:71,FDB1209,B38M,OMDB,LLBG,OMDB,ALPOB,,632,655,,A6FKC,
1930037,2023-01-01T00:00:00.000+04:72,UAE55V,B77W,OMDB,HUEN,OMDB,MEMTU,,633,653,,A6EGG,
1930038,2023-01-01T00:00:00.000+04:73,QTR611,A332,OPKC,OTHH,MENSA,TOSNA,,633,709,,A7ACG,
1930039,2023-01-01T00:00:00.000+04:74,KNE896,A20N,OEDF,VILK,NALPO,TONVO,,634,653,,HZNS33,
1930040,2023-01-01T00:00:00.000+04:75,MSR902,A20N,OMDB,HECA,OMDB,ALPOB,,636,700,,SUGFN,
1930041,2023-01-01T00:00:00.000+04:76,ETD240,B789,OMAA,VGHS,OMAA,GABKO,,637,656,,A6BLQ,
1930042,2023-01-01T00:00:00.000+04:77,IGO056,A20N,OMDB,VICG,OMDB,GABKO,,637,648,,VTISZ,
1930043,2023-01-01T00:00:00.000+04:78,AXB747,B738,VOKN,OMDB,TAPRA,OMDB,,638,658,,VTAYA,
1930044,2023-01-01T00:00:00.000+04:79,A6AWF,A139,OMAA,ZZZZ,OMAA,OMAA,,638,655,,,
1930045,2023-01-01T00:00:00.000+04:80,UAE396,B77W,OMDB,VTSP,OMDB,GOMTA,,638,652,,A6EGU,
1930046,2023-01-01T00:00:00.000+04:81,UAE9G,A388,OMDB,FIMP,OMDB,MEMTU,,640,700,,A6EEW,
1930047,2023-01-01T00:00:00.000+04:82,ABY644,A320,OMSJ,HCMH,OMSJ,MEMTU,,640,704,,A6ANA,
1930048,2023-01-01T00:00:00.000+04:83,ABY113,A320,OOMS,OMSJ,PASOV,OMSJ,,641,659,,A6AOC,
1930049,2023-01-01T00:00:00.000+04:84,ORF3,GLF5,OOMS,EGLF,SOLUD,TUMAK,,642,715,,A4OAD,
1930050,2023-01-01T00:00:00.000+04:85,FDB1569,B39M,OMDB,VRMM,OMDB,TARDI,,643,657,,A6FNC,
1930051,2023-01-01T00:00:00.000+04:86,ABY368,A320,OMSJ,ORBI,OMSJ,TUMAK,,643,707,,A6ANO,
1930052,2023-01-01T00:00:00.000+04:87,CLX4796,B748,OMDW,VHHH,OMDW,LALDO,,643,700,,LXVCH,
1930053,2023-01-01T00:00:00.000+04:88,IGO023,A20N,VIDP,OMDB,PATAT,OMDB,,644,701,,VTIJJ,
1930054,2023-01-01T00:00:00.000+04:89,ETD102,B789,KJFK,OMAA,TOSNA,OMAA,,644,707,,A6BLT,
1930055,2023-01-01T00:00:00.000+04:90,UAE516,B77W,OMDB,VIDP,OMDB,LALDO,,644,657,,A6EQG,
1930056,2023-01-01T00:00:00.000+04:91,FDB832,B38M,OEJN,OMDB,PEKEM,OMDB,,645,718,,A6FMO,
1930057,2023-01-01T00:00:00.000+04:92,UAE6PT,A388,OMDB,NZAA,OMDB,TARDI,,645,700,,A6EVD,
1930058,2023-01-01T00:00:00.000+04:93,FAD505,A20N,OERK,OMDB,PEKEM,OMDB,,646,720,,HZFAU,
1930059,2023-01-01T00:00:00.000+04:94,UAE123,A388,OMDB,LTFM,OMDB,TUMAK,,647,709,,A6EEG,
1930060,2023-01-01T00:00:00.000+04:95,ETD598,A321,OMAA,LLBG,OMAA,ALPOB,,648,709,,A6AEJ,
1930061,2023-01-01T00:00:00.000+04:96,AZV1403,B752,UUWW,OMDW,ORSAR,OMDW,,649,717,,RA73073,
1930062,2023-01-01T00:00:00.000+04:97,ETD343,A320,OMAA,OEMA,OMAA,ALPOB,,650,710,,A6EIV,
1930063,2023-01-01T00:00:00.000+04:98,FDB7AQ,B738,OMDB,ORSU,OMDB,TUMAK,,650,712,,A6FEY,
1930064,2023-01-01T00:00:00.000+04:99,OMS193,A21N,OOMS,OEJN,LUDID,PEKEM,,650,701,,A4OOXB,
1930065,2023-01-01T00:00:00.000+04:100,UAE6H,B77W,OMDB,LHBP,OMDB,GABKO,,651,702,,A6ENE,
1930066,2023-01-01T00:00:00.000+04:101,UAE901,B77W,OMDB,OJAI,OMDB,ALPOB,,652,715,,A6EGY,
1930067,2023-01-01T00:00:00.000+04:102,ETD93C,A35K,OMAA,KORD,OMAA,GABKO,,653,712,,A6XWF,
1930068,2023-01-01T00:00:00.000+04:103,KZR896,A21N,OMDB,UAAA,OMDB,GABKO,,654,705,,EIKGJ,
1930069,2023-01-01T00:00:00.000+04:104,ABY840,A320,OMRK,HECA,OMRK,ALPOB,,655,728,,A6AOT,
1930070,2023-01-01T00:00:00.000+04:105,FDB4EF,B38M,OMDB,OKBK,OMDB,TUMAK,,656,718,,A6FMA,
1930071,2023-01-01T00:00:00.000+04:106,UAE2R,B77W,OMDB,VGHS,OMDB,LALDO,,657,710,,A6ENH,
1930072,2023-01-01T00:00:00.000+04:107,ETH3623,A359,OERK,OMSJ,OBNET,OMSJ,,657,723,,ETAUA,
1930073,2023-01-01T00:00:00.000+04:108,SVA995,B77L,VTBS,OERK,LUDID,PEKEM,,658,708,,HZAK72,
1930074,2023-01-01T00:00:00.000+04:109,KNE326,A20N,VOHS,OERK,MENSA,ALPOB,,659,732,,HZNS44,
1930075,2023-01-01T00:00:00.000+04:110,UPS3,B748,VHHH,OMDB,PASOV,OMDB,,659,723,,N633UP,
1930077,2023-01-01T00:00:00.000+04:111,QTR8413,B744,VHHH,OTHH,MENSA,TOSNA,,700,732,,TCACM,
1930078,2023-01-01T00:00:00.000+04:112,QSM2205,A320,OMDB,OISS,OMDB,GABKO,,700,712,,EPFQP,
1930079,2023-01-01T00:00:00.000+04:113,SVA563,A320,OMDB,OERK,OMDB,ALPOB,,702,725,,HZAS52,
1930080,2023-01-01T00:00:00.000+04:114,UAE828,B77L,OEDF,OMDB,NALPO,OMDB,,702,726,,A6EWD,
1930081,2023-01-01T00:00:00.000+04:115,FDB3PL,B38M,OMDB,LROP,OMDB,GABKO,,703,714,,A6FMR,
1930083,2023-01-01T00:00:00.000+04:116,ABY102,A320,OBBI,OMSJ,OBNET,OMSJ,,704,727,,A6ANT,
1930084,2023-01-01T00:00:00.000+04:117,FDB5SV,B738,OPKC,OMDB,PASOV,OMDB,,704,728,,OKTSO,
1930085,2023-01-01T00:00:00.000+04:118,UAE8V,B77W,OMDB,WMKK,OMDB,GOMTA,,704,718,,A6EBY,
1930086,2023-01-01T00:00:00.000+04:119,FDB91L,B38M,OKBK,OMDB,OBNET,OMDB,,705,732,,A6FMC,
1930087,2023-01-01T00:00:00.000+04:120,UAE1KN,B77W,OMDB,FALE,OMDB,MEMTU,,706,726,,A6ECZ,
1930088,2023-01-01T00:00:00.000+04:121,FDB603,B38M,OMDB,HDAM,OMDB,MEMTU,,708,730,,A6FKD,
1930089,2023-01-01T00:00:00.000+04:122,QTR831,B788,VTBS,OTHH,MENSA,TOSNA,,709,744,,A7BCE,
1930090,2023-01-01T00:00:00.000+04:123,ETD19G,B789,OMAA,KIAD,OMAA,TUMAK,,710,729,,A6BLC,
1930091,2023-01-01T00:00:00.000+04:124,FDB869,B38M,OMDB,OEDF,OMDB,ORMID,,710,735,,A6FMN,
1930092,2023-01-01T00:00:00.000+04:125,VJT525,CL60,OEMA,VRDA,NALPO,TARDI,,710,730,,9HVFI,
1930093,2023-01-01T00:00:00.000+04:126,UAE242,A388,CYYZ,OMDB,OBNET,OMDB,,711,739,,A6EUF,
1930094,2023-01-01T00:00:00.000+04:127,FDB4TV,B738,UUWW,OMDB,PATAT,OMDB,,711,734,,A6FER,
1930095,2023-01-01T00:00:00.000+04:128,FDB1687,B38M,OMDB,HTZA,OMDB,MEMTU,,711,732,,A6FMV,
1930096,2023-01-01T00:00:00.000+04:129,FDB2FM,B38M,UGTB,OMDB,ORSAR,OMDB,,711,736,,A6FKB,
1930097,2023-01-01T00:00:00.000+04:130,ETD915,B77L,OMAA,EDDF,OMAA,TUMAK,,711,731,,A6DDB,
1930098,2023-01-01T00:00:00.000+04:131,UAE358,B77W,OMDB,WIII,OMDB,GOMTA,,712,726,,A6EGF,
1930099,2023-01-01T00:00:00.000+04:132,ABY164,A320,OEDF,OMSJ,NALPO,OMSJ,,713,738,,A6AOH,
1930100,2023-01-01T00:00:00.000+04:133,UAE3HJ,A388,OMDB,YSSY,OMDB,TARDI,,713,728,,A6EVO,
1930101,2023-01-01T00:00:00.000+04:134,RAM246,B789,GMMN,OMDB,NALPO,OMDB,,714,741,,CNRGY,
1930102,2023-01-01T00:00:00.000+04:135,A6AWF,A139,ZZZZ,OMAA,OMAA,OMAA,,715,754,,, * Manual 
1930103,2023-01-01T00:00:00.000+04:136,PIA194,AT45,OMSJ,OPTU,OMSJ,LALDO,,716,736,,APBHI,
1930104,2023-01-01T00:00:00.000+04:137,FDB7133,B738,OMDB,OEJN,OMDB,ALPOB,,716,740,,A6FGB,
1930105,2023-01-01T00:00:00.000+04:138,AIC937,A321,VOCL,OMDB,TAPRA,OMDB,,716,738,,VTPPU,
1930106,2023-01-01T00:00:00.000+04:139,ETD394,A321,OTHH,OMAA,NAMLA,OMAA,,717,743,,A6AEF,
1930107,2023-01-01T00:00:00.000+04:140,KZR205,A21N,UACC,OMDB,PATAT,OMDB,,717,743,,EIKGC,
1930108,2023-01-01T00:00:00.000+04:141,SVA701,A333,OPKC,OEJN,LUDID,PEKEM,,718,729,,HZAQ22,
1930109,2023-01-01T00:00:00.000+04:142,ABY543,A320,OPKC,OMSJ,MENSA,OMSJ,,718,733,,A6AOW,
1930110,2023-01-01T00:00:00.000+04:143,CPA007,B748,OMDW,EGLL,OMDW,TUMAK,,719,741,,BLJE,
1930111,2023-01-01T00:00:00.000+04:144,AXB351,B738,VOCL,OMSJ,PASOV,OMSJ,,721,742,,VTGHC,
1930112,2023-01-01T00:00:00.000+04:145,UAE33N,B77W,VABB,OMDB,PASOV,OMDB,,722,744,,A6ECF,
1930113,2023-01-01T00:00:00.000+04:146,AFR659,A332,OMDB,LFPG,OMDB,TUMAK,,722,746,,FGZCJ,
1930114,2023-01-01T00:00:00.000+04:147,UPS23,B748,OMSJ,EDDK,OMSJ,ALPOB,,723,748,,N629UP,
1930115,2023-01-01T00:00:00.000+04:148,IRA656,A320,OISS,OMDB,ORSAR,OMDB,,723,748,,EPIEE,
1930116,2023-01-01T00:00:00.000+04:149,FVS102,DH8D,OMAS,OMAD,OMAS,OMAD,,723,743,,A6FLR,
1930117,2023-01-01T00:00:00.000+04:150,FDB132,B738,OOMS,OMDB,SOLUD,OMDB,,723,747,,OKTVH,
1930118,2023-01-01T00:00:00.000+04:151,FDB371,B738,OMDB,OPFA,OMDB,GABKO,,724,736,,A6FGH,
1930119,2023-01-01T00:00:00.000+04:152,ETD25,B78X,OMAA,EGLL,OMAA,TUMAK,,724,745,,A6BMA,
1930120,2023-01-01T00:00:00.000+04:153,ABY136,A320,OTHH,OMSJ,ASTOG,OMSJ,,725,755,,A6ANQ,
1930121,2023-01-01T00:00:00.000+04:154,UAE4DU,A388,OMDB,FAOR,OMDB,MEMTU,,725,746,,A6EEN,
1930122,2023-01-01T00:00:00.000+04:155,KAC671,A320,OKBK,OMDB,OBNET,OMDB,,727,750,,9KAKF,
1930123,2023-01-01T00:00:00.000+04:156,UAE1CR,A388,OMDB,YMML,OMDB,TARDI,,727,742,,A6EUV,
1930124,2023-01-01T00:00:00.000+04:157,FDX5042,MD11,LFPG,OMDB,NALPO,OMDB,,730,758,,N585FE,
1930125,2023-01-01T00:00:00.000+04:158,SVA567,A320,OMDB,OEJN,OMDB,PEKEM,,731,808,,HZAS79,
1930126,2023-01-01T00:00:00.000+04:159,ETD462,B77W,OMAA,YMML,OMAA,LABRI,,731,744,,A6ETI,
1930127,2023-01-01T00:00:00.000+04:160,SEJ006,B38M,OMDB,VIDP,OMDB,GABKO,,732,744,,TCMKB,
1930128,2023-01-01T00:00:00.000+04:161,FDB94F,B738,OMDB,OOMS,OMDB,TARDI,,733,747,,A6FEP,
1930129,2023-01-01T00:00:00.000+04:162,JZR122,A20N,OMDB,OKBK,OMDB,TUMAK,,734,756,,9KCBC,
1930130,2023-01-01T00:00:00.000+04:163,QTR8977,B77L,VDPP,OTHH,MENSA,TOSNA,,734,809,,A7BFA,
1930131,2023-01-01T00:00:00.000+04:164,IGO1102,A20N,OMDB,VOBL,OMDB,TARDI,,735,749,,VTIPE,
1930132,2023-01-01T00:00:00.000+04:165,FDB588,B738,VNKT,OMDB,PASOV,OMDB,,735,754,,A6FEJ,
1930133,2023-01-01T00:00:00.000+04:166,GNJ65,GLF6,OMDW,ORBI,OMDW,TUMAK,,735,757,,SXGJA,
1930134,2023-01-01T00:00:00.000+04:167,ABY195,A320,OMSJ,OEAB,OMSJ,ALPOB,,736,802,,A6AOB,
1930135,2023-01-01T00:00:00.000+04:168,KNE202,A20N,OMDB,OERK,OMDB,ALPOB,,736,800,,HZNS36,
1930136,2023-01-01T00:00:00.000+04:169,UAE531,B77L,VOCI,OMDB,TAPRA,OMDB,,736,756,,A6EWJ,
1930137,2023-01-01T00:00:00.000+04:170,UAE618,B77W,OMDB,OPST,OMDB,LALDO,,737,750,,A6ECI,
1930138,2023-01-01T00:00:00.000+04:171,UAE1CA,B77L,KDFW,OMDB,OBNET,OMDB,,737,802,,A6EWF,
1930140,2023-01-01T00:00:00.000+04:172,UAE838,B77W,OBBI,OMDB,NALPO,OMDB,,737,804,,A6EPP,
1930141,2023-01-01T00:00:00.000+04:173,BOX513,B77L,OMDB,EDDP,OMDB,TUMAK,,738,800,,DAALB,
1930142,2023-01-01T00:00:00.000+04:174,AIC933,B788,VOCI,OMDB,TAPRA,OMDB,,739,800,,VTANA,
1930143,2023-01-01T00:00:00.000+04:175,QTR1039,A320,OMSJ,OTHH,OMSJ,TOSNA,,740,811,,A7AHC,
1930144,2023-01-01T00:00:00.000+04:176,QTR8028,B77L,OTHH,VTBS,NAMLA,TONVO,,741,804,,A7BFT,
1930146,2023-01-01T00:00:00.000+04:177,MJN238,C130,OOKB,OOMN,LALDO,LALDO,,742,742,,,TFC INFO
1930147,2023-01-01T00:00:00.000+04:178,IGO072,A20N,OMDB,VABB,OMDB,LALDO,,742,757,,VTISY,
1930148,2023-01-01T00:00:00.000+04:179,CAL5521,B77L,RCTP,OMDW,PASOV,OMDW,,743,806,,B18775,
1930149,2023-01-01T00:00:00.000+04:180,ABY191,A320,OMSJ,OETB,OMSJ,ALPOB,,744,810,,A6AOR,
1930150,2023-01-01T00:00:00.000+04:181,MLM319,A319,OMDW,UAAA,OMDW,GABKO,,744,800,,9HTBN,
1930151,2023-01-01T00:00:00.000+04:182,ABY152,A321,OERK,OMSJ,OBNET,OMSJ,,745,808,,A6ATG,
1930152,2023-01-01T00:00:00.000+04:183,QTR1045,A320,OMAA,OTHH,OMAA,MEKMA,,745,810,,A7LAE,
1930153,2023-01-01T00:00:00.000+04:184,OMA604,B38M,OMDB,OOMS,OMDB,TARDI,,746,800,,A4OMK,
1930154,2023-01-01T00:00:00.000+04:185,SIA7393,B744,OMSJ,WSSS,OMSJ,TARDI,,746,800,,9VSFK,
1930155,2023-01-01T00:00:00.000+04:186,ADY011,A320,OBBI,OMAA,TOSNA,OMAA,,747,812,,A6AUI,
1930156,2023-01-01T00:00:00.000+04:187,GFA501,A321,OMDB,OBBI,OMDB,ORMID,,748,811,,A9CCF,
1930157,2023-01-01T00:00:00.000+04:188,SEJ057,B738,VIJP,OMDB,PASOV,OMDB,,748,808,,VTSZK,
1930158,2023-01-01T00:00:00.000+04:189,ETD98,B789,LTFM,OMAA,ORSAR,OMAA,,749,816,,A6BLB,
1930159,2023-01-01T00:00:00.000+04:190,P4BAA,FA50,OMAD,HLLQ,OMAD,ALPOB,,749,812,,P4BAA,
1930160,2023-01-01T00:00:00.000+04:191,FSU4812,IL76,OMAA,HCMF,OMAA,LABRI,,749,805,,URFSA,
1930161,2023-01-01T00:00:00.000+04:192,MEA426,A21N,OLBA,OMDB,NALPO,OMDB,,749,819,,T7ME8,
1930162,2023-01-01T00:00:00.000+04:193,AXY829W,E190,OMDW,VRMM,OMDW,TARDI,,750,805,,9HFAY,
1930163,2023-01-01T00:00:00.000+04:194,FDB242,B738,OISS,OMDB,ORSAR,OMDB,,751,813,,A6FED,
1930164,2023-01-01T00:00:00.000+04:195,AHO9161,FA7X,LIMC,VRMM,OBNET,TARDI,,752,809,,DARIE,
1930165,2023-01-01T00:00:00.000+04:196,PIA214,A320,OMDB,OPKC,OMDB,LALDO,,752,806,,APBLU,
1930166,2023-01-01T00:00:00.000+04:197,FDB848,B738,OERK,OMDB,NALPO,OMDB,,753,822,,A6FGF,
1930167,2023-01-01T00:00:00.000+04:198,UAE527,B77W,VOHS,OMDB,PASOV,OMDB,,754,815,,A6EPN,
1930168,2023-01-01T00:00:00.000+04:199,FDB897,B738,OMDB,OEMA,OMDB,ALPOB,,754,817,,A6FGD,
1930169,2023-01-01T00:00:00.000+04:200,QTR6C,B748,OTHH,OTHH,NAMLA,TONVO,,754,818,,A7BGA,OTHH-VABB RTB TECHNICAL
1930170,2023-01-01T00:00:00.000+04:201,FDB1820,B38M,OIIE,OMDB,ORSAR,OMDB,,754,821,,A6FMM,
1930171,2023-01-01T00:00:00.000+04:202,UAE76C,B77W,VOMM,OMDB,TAPRA,OMDB,,755,817,,A6ENQ,
1930172,2023-01-01T00:00:00.000+04:203,FDB873,B738,OMDB,OETF,OMDB,ALPOB,,756,820,,A6FET,
1930173,2023-01-01T00:00:00.000+04:204,AXB890,B738,OBBI,VOML,TOSNA,LABRI,,756,817,,VTAXX,
1930174,2023-01-01T00:00:00.000+04:205,ISR661,A320,LLBG,OMDB,NALPO,OMDB,,758,828,,4XABG,
1930175,2023-01-01T00:00:00.000+04:206,IGO068,A20N,OMDB,VOCI,OMDB,TARDI,,758,811,,VTIIY,
1930176,2023-01-01T00:00:00.000+04:207,QTR9J,A333,VOCI,OTHH,SODEX,MEKMA,,800,830,,A7AEO,
1930177,2023-01-01T00:00:00.000+04:208,ADY361,A320,OMAA,LTFJ,OMAA,GABKO,,800,818,,A6AUC,
1930178,2023-01-01T00:00:00.000+04:209,RJA610,A321,OJAI,OMDB,NALPO,OMDB,,802,832,,JYAYV,
1930179,2023-01-01T00:00:00.000+04:210,AXB393,B738,VOCL,OKBK,SODEX,TUMAK,,802,829,,VTGHA,
