UPLOAD ID,ENTRY DATE,CALLSIGN CODE,AIRCRAFT CODE,DEPARTURE,DESTINATION,ENTRY FIX,EXIT FIX,MOVEMENT TYPE,ENTRY TIME,EXIT TIME,REMARKS,INFORMATION,COMMENTS
1929739,2023-01-01T00:00:00.000+04:622,RJA613,B788,OMDB,OJAI,OMDB,ALPOB,,328,352,,JYBAF,
1929740,2023-01-01T00:00:00.000+04:623,UAE10,A388,EGKK,OMDB,ORSAR,OMDB,,330,351,,A6EUP,
1929741,2023-01-01T00:00:00.000+04:624,A6FLW,B412,OMAD,OMAS,OMAD,OMAS,,331,415,,,
1929742,2023-01-01T00:00:00.000+04:625,FDB9NZ,B38M,OMDB,OKBK,OMDB,TUMAK,,332,354,,A6FMC,
1929743,2023-01-01T00:00:00.000+04:626,TQQ246,B738,HSSK,OMSJ,PEKEM,OMSJ,,333,413,,,
1929744,2023-01-01T00:00:00.000+04:627,ETD980,B77L,VVNB,OMAA,SODEX,OMAA,,334,348,,A6DDF,
1929745,2023-01-01T00:00:00.000+04:628,FDB1819,B38M,OMDB,OIIE,OMDB,GABKO,,334,346,,A6FMM,
1929746,2023-01-01T00:00:00.000+04:629,UAE1C,A388,EGCC,OMDB,ORSAR,OMDB,,335,355,,A6EUX,
1929747,2023-01-01T00:00:00.000+04:630,UAE76F,A388,KJFK,OMDB,OBNET,OMDB,,335,358,,A6EVI,
1929748,2023-01-01T00:00:00.000+04:631,FDB4JZ,B38M,OMDB,OBBI,OMDB,ORMID,,335,401,,A6FMK,
1929749,2023-01-01T00:00:00.000+04:632,ABY710,A21N,OMSJ,LIME,OMSJ,GABKO,,336,347,,A6ATB,
1929750,2023-01-01T00:00:00.000+04:633,FDB3NP,B738,OMDB,ORNI,OMDB,TUMAK,,337,359,,A6FEZ,
1929751,2023-01-01T00:00:00.000+04:634,GFA057,A20N,VABB,OBBI,SODEX,ORMID,,337,404,,A9CTF,
1929752,2023-01-01T00:00:00.000+04:635,FDB1304,B38M,UACC,OMDB,PATAT,OMDB,,337,402,,A6FKE,
1929753,2023-01-01T00:00:00.000+04:636,UAE109,B77W,OMDB,LCLK,OMDB,ALPOB,,338,401,,A6EGX,
1929754,2023-01-01T00:00:00.000+04:637,UAE33T,B77W,OMDB,EGPF,OMDB,TUMAK,,339,401,,A6ENP,
1929755,2023-01-01T00:00:00.000+04:638,MN546,P8,ZZZZ,ZZZZ,NALPO,GABKO,,340,402, Callsign:Error,,
1929756,2023-01-01T00:00:00.000+04:639,UAE194,B77W,LPPT,OMDB,NALPO,OMDB,,340,404,,A6EGB,
1929757,2023-01-01T00:00:00.000+04:640,KNE834,A20N,VABB,OEDF,MENSA,ORMID,,340,413,,HZNS33,
1929759,2023-01-01T00:00:00.000+04:641,FDB5PS,B38M,UGTB,OMDB,ORSAR,OMDB,,343,408,,A6FMA,
1929760,2023-01-01T00:00:00.000+04:642,FDB341,B738,OMDB,OPQT,OMDB,GABKO,,344,355,,A6FEE,
1929761,2023-01-01T00:00:00.000+04:643,WAZ52WC,A21N,OMAA,UBBB,OMAA,GABKO,,344,403,,A6WZB,
1929762,2023-01-01T00:00:00.000+04:644,FDB1549,B38M,OMDB,LLBG,OMDB,ALPOB,,345,409,,A6FMQ,
1929763,2023-01-01T00:00:00.000+04:645,A6FHD,A189,OMAD,OMAS,OMAD,OMAS,,345,426,,,
1929765,2023-01-01T00:00:00.000+04:646,UAE805,A388,OMDB,OEJN,OMDB,PEKEM,,346,420,,A6EEV,
1929766,2023-01-01T00:00:00.000+04:647,A6BAU,B412,OMAA,OMAS,OMAA,OMAS,,347,443,,,
1929767,2023-01-01T00:00:00.000+04:648,UAE600,B77W,OMDB,OPKC,OMDB,LALDO,,348,402,,A6EBM,
1929768,2023-01-01T00:00:00.000+04:649,UAE7AM,A388,OMDB,LEMD,OMDB,TUMAK,,349,412,,A6EED,
1929769,2023-01-01T00:00:00.000+04:650,ABY145,A320,OMSJ,OEJN,OMSJ,ALPOB,,350,416,,A6ANB,
1929771,2023-01-01T00:00:00.000+04:651,ABY503,A21N,VCBI,OMSJ,PASOV,OMSJ,,351,409,,A6ATD,
1929772,2023-01-01T00:00:00.000+04:652,UAE957,B77W,OMDB,OLBA,OMDB,ALPOB,,351,413,,A6EPT,
1929773,2023-01-01T00:00:00.000+04:653,GFA751,A320,OPKC,OBBI,MENSA,ORMID,,352,426,,A9CAC,
1929774,2023-01-01T00:00:00.000+04:654,FDB1PK,B38M,OMDB,EPKK,OMDB,GABKO,,353,404,,A6FMY,
1929775,2023-01-01T00:00:00.000+04:655,A6AWA,A139,OMAA,OMAS,OMAA,OMAS,,354,433,,,
1929776,2023-01-01T00:00:00.000+04:656,UAE3MV,B77W,OMDB,LPPT,OMDB,ALPOB,,354,417,,A6EPO,
1929777,2023-01-01T00:00:00.000+04:657,FDB906,B738,URML,OMDB,PATAT,OMDB,,355,413,,A6FEB,
1929778,2023-01-01T00:00:00.000+04:658,A6HBS,B412,OMAA,OMAS,OMAA,OMAS,,356,451,,,
1929779,2023-01-01T00:00:00.000+04:659,UAE827,B77L,OMDB,OEDF,OMDB,ORMID,,356,419,,A6EWD,
1929780,2023-01-01T00:00:00.000+04:660,ABY177,A321,OMSJ,OEMA,OMSJ,ALPOB,,357,423,,A6ATH,
1929781,2023-01-01T00:00:00.000+04:661,AXB535,B738,VOTV,OMSJ,PASOV,OMSJ,,359,420,,VTAXN,
1929782,2023-01-01T00:00:00.000+04:662,AIC929,B788,VIDP,OMDB,PATAT,OMDB,,401,423,,VTAND,
1929783,2023-01-01T00:00:00.000+04:663,FDB1681,B38M,OMDB,LIRN,OMDB,GABKO,,402,413,,A6FPE,
1929784,2023-01-01T00:00:00.000+04:664,JZR408,A320,VAAH,OKBK,MENSA,TUMAK,,403,434,,9KCAJ,
1929785,2023-01-01T00:00:00.000+04:665,FDB9XC,B38M,OMDB,LICC,OMDB,GABKO,,403,415,,A6FMZ,
1929786,2023-01-01T00:00:00.000+04:666,FDB1716,B38M,UMMS,OMDB,PATAT,OMDB,,404,425,,A6FMR,
1929787,2023-01-01T00:00:00.000+04:667,FDB1462,B38M,UCFM,OMDB,PATAT,OMDB,,405,426,,A6FMX,
1929788,2023-01-01T00:00:00.000+04:668,ADY402,A320,HEBA,OMAA,TOSNA,OMAA,,405,430,,A6AUC,
1929789,2023-01-01T00:00:00.000+04:669,ABY305,A320,OMSJ,UBBB,OMSJ,GABKO,,405,416,,A6AON,
1929790,2023-01-01T00:00:00.000+04:670,FDB79L,B738,OMDB,OPMT,OMDB,LALDO,,405,421,,OKTST,
1929791,2023-01-01T00:00:00.000+04:671,FDB883,B38M,OMDB,OEDF,OMDB,ORMID,,406,431,,A6FMW,
1929792,2023-01-01T00:00:00.000+04:672,RWZ4575,SU95,URML,OMSJ,PATAT,OMSJ,,406,428,,RA89141,
1929793,2023-01-01T00:00:00.000+04:673,ABY291,A320,OMSJ,UGTB,OMSJ,GABKO,,407,418,,A6AOM,
1929794,2023-01-01T00:00:00.000+04:674,FDB9KP,B738,OMDB,LQSA,OMDB,GABKO,,407,420,,A6FGA,
1929795,2023-01-01T00:00:00.000+04:675,KLM878,B78X,VABB,EHAM,MENSA,TUMAK,,408,434,,PHBKA,
1929796,2023-01-01T00:00:00.000+04:676,KQA307,B738,OMDB,HKMO,OMDB,MEMTU,,408,431,,5YCYE,
1929797,2023-01-01T00:00:00.000+04:677,FDB51H,B38M,UUWW,OMDB,PATAT,OMDB,,409,428,,A6FKC,
1929798,2023-01-01T00:00:00.000+04:678,FDB847,B738,OMDB,OERK,OMDB,ALPOB,,410,433,,A6FGF,
1929799,2023-01-01T00:00:00.000+04:679,UAE945,B77W,OMDB,ORMM,OMDB,TUMAK,,411,433,,A6ENN,
1929800,2023-01-01T00:00:00.000+04:680,ABY1720,A320,OMSJ,OEMA,OMSJ,ALPOB,,411,438,,A6AOV,
1929801,2023-01-01T00:00:00.000+04:681,BAW15,B77W,EGLL,WSSS,NALPO,TONVO,,412,429,,GSTBM,
1929802,2023-01-01T00:00:00.000+04:682,UAE855,B77W,OMDB,OKBK,OMDB,TUMAK,,412,434,,A6EPU,
1929803,2023-01-01T00:00:00.000+04:683,BAW109,A388,EGLL,OMDB,OBNET,OMDB,,413,434,,GXLEG,
1929804,2023-01-01T00:00:00.000+04:684,A6HBQ,B412,OMAA,OMAS,OMAA,OMAS,,413,509,,,
1929805,2023-01-01T00:00:00.000+04:685,ABY254,A21N,UAAA,OMSJ,PATAT,OMSJ,,414,432,,A6ATE,
1929806,2023-01-01T00:00:00.000+04:686,ABQ431,A321,OMAA,OPLA,OMAA,LABRI,,414,428,,APBMP,
1929807,2023-01-01T00:00:00.000+04:687,UAE5KA,B77W,OMDB,ENGM,OMDB,TUMAK,,414,436,,A6EGR,
1929808,2023-01-01T00:00:00.000+04:688,OMA931,B738,OOMS,OOKB,LALDO,LALDO,,416,416,,A4OBL,TFC INFO
1929809,2023-01-01T00:00:00.000+04:689,ABY558,A320,OMSJ,OPMT,OMSJ,GABKO,,416,427,,A6AOK,
1929810,2023-01-01T00:00:00.000+04:690,SEJ056,B38M,OMDB,VIAR,OMDB,GABKO,,416,428,,VTMAX,
1929811,2023-01-01T00:00:00.000+04:691,VIS2403,B733,OPLA,OMSJ,MENSA,OMSJ,,417,436,,APBMT,
1929812,2023-01-01T00:00:00.000+04:692,FDB5GR,B38M,OMDB,UDYZ,OMDB,GABKO,,418,430,,A6FME,
1929813,2023-01-01T00:00:00.000+04:693,ADY122,A320,VOCL,OMAA,SODEX,OMAA,,420,434,,A6AUB,
1929814,2023-01-01T00:00:00.000+04:694,UAE73,A388,OMDB,LFPG,OMDB,TUMAK,,420,442,,A6EUT,
1929815,2023-01-01T00:00:00.000+04:695,KNE883,A20N,OEDF,OPLA,NALPO,TONVO,,420,440,,HZNS35,
1929816,2023-01-01T00:00:00.000+04:696,UAE7ER,A388,OMDB,EGKK,OMDB,TUMAK,,422,444,,A6EEY,
1929817,2023-01-01T00:00:00.000+04:697,GFA061,A321,VOTV,OBBI,SODEX,ORMID,,422,449,,A9CCD,
1929818,2023-01-01T00:00:00.000+04:698,ETD314,A321,OEJN,OMAA,PEKEM,OMAA,,423,451,,A6AEJ,
1929819,2023-01-01T00:00:00.000+04:699,FDB23L,B38M,OMDB,UBBB,OMDB,GABKO,,424,436,,A6FPC,
1929820,2023-01-01T00:00:00.000+04:700,NIA174,A320,OMSJ,HECA,OMSJ,ALPOB,,425,450,,SUBQC,
1929821,2023-01-01T00:00:00.000+04:701,UAE6VH,A388,OMDB,EGLL,OMDB,TUMAK,,426,447,,A6EVN,
1929822,2023-01-01T00:00:00.000+04:702,UAE6,A388,EGLL,OMDB,ORSAR,OMDB,,427,449,,A6EUV,
1929823,2023-01-01T00:00:00.000+04:703,ABY1730,A320,OMSJ,OEJN,OMSJ,ALPOB,,427,454,,A6ANY,
1929824,2023-01-01T00:00:00.000+04:704,IGO065,A20N,VOMM,OMDB,TAPRA,OMDB,,428,447,,VTISZ,
1929825,2023-01-01T00:00:00.000+04:705,UAE9FE,B77W,OMDB,DGAA,OMDB,ALPOB,,428,452,,A6EBK,
1929827,2023-01-01T00:00:00.000+04:706,UAE185,B77W,OMDB,LEBL,OMDB,TUMAK,,429,451,,A6EGQ,
1929828,2023-01-01T00:00:00.000+04:707,MSR901,A20N,HECA,OMDB,NALPO,OMDB,,429,457,,SUGFN,
1929829,2023-01-01T00:00:00.000+04:708,GFA261,A20N,VOCL,OBBI,SODEX,ORMID,,430,457,,A9CTD,
1929830,2023-01-01T00:00:00.000+04:709,UAE247,B77L,OMDB,SBGL,OMDB,ALPOB,,430,455,,A6EWB,
1929831,2023-01-01T00:00:00.000+04:710,UAE6FC,B77W,OMDB,EGBB,OMDB,TUMAK,,431,453,,A6END,
1929833,2023-01-01T00:00:00.000+04:711,UAE795,B77W,OMDB,GUCY,OMDB,ALPOB,,433,457,,A6ECK,
1929834,2023-01-01T00:00:00.000+04:712,UAE3A,A388,OMDB,EHAM,OMDB,TUMAK,,434,456,,A6EEP,
1929835,2023-01-01T00:00:00.000+04:713,ABY163,A320,OMSJ,OEDF,OMSJ,ORMID,,434,502,,A6AOH,
1929836,2023-01-01T00:00:00.000+04:714,KAC304,A320,VABB,OKBK,MENSA,TUMAK,,435,506,,9KAKG,
1929837,2023-01-01T00:00:00.000+04:715,ALK563,A333,VCBI,LFPG,SODEX,TUMAK,,435,500,,4RALM,
1929838,2023-01-01T00:00:00.000+04:716,UPS23,B748,VHHH,OMSJ,PASOV,OMSJ,,436,458,,N629UP,
1929839,2023-01-01T00:00:00.000+04:717,ETD75F,B78X,OMAA,EGLL,OMAA,TUMAK,,437,456,,A6BMI,
1929840,2023-01-01T00:00:00.000+04:718,FDB857,B738,OMDB,OEGS,OMDB,ALPOB,,437,501,,A6FEM,
1929841,2023-01-01T00:00:00.000+04:719,FDB5AW,B38M,UUWW,OMDB,PATAT,OMDB,,437,459,,A6FML,
1929842,2023-01-01T00:00:00.000+04:720,ABY112,A320,OMSJ,OOMS,OMSJ,TARDI,,437,452,,A6AOC,
1929843,2023-01-01T00:00:00.000+04:721,FDB3DY,B38M,OMDB,UGTB,OMDB,GABKO,,438,449,,A6MAX,
1929844,2023-01-01T00:00:00.000+04:722,THY7VT,A21N,OOMS,LTFM,SOLUD,GABKO,,438,454,,TCLTH,
1929845,2023-01-01T00:00:00.000+04:723,SVA562,A320,OERK,OMDB,NALPO,OMDB,,438,505,,HZAS52,
1929846,2023-01-01T00:00:00.000+04:724,AFR658,A332,LFPG,OMDB,OBNET,OMDB,,438,502,,FGZCJ,
1929847,2023-01-01T00:00:00.000+04:725,FDB1295,B38M,OMDB,LIRP,OMDB,TUMAK,,439,501,,A6FMU,
1929848,2023-01-01T00:00:00.000+04:726,THY4TR,A21N,OMAA,LTFM,OMAA,TUMAK,,439,500,,TCLSB,
1929849,2023-01-01T00:00:00.000+04:727,FDB241,B738,OMDB,OISS,OMDB,GABKO,,440,451,,A6FED,
1929850,2023-01-01T00:00:00.000+04:728,ABY101,A320,OMSJ,OBBI,OMSJ,ORMID,,440,508,,A6ANT,
1929851,2023-01-01T00:00:00.000+04:729,ETD301,A321,OMAA,OKBK,OMAA,TUMAK,,441,502,,A6AEH,
1929852,2023-01-01T00:00:00.000+04:730,UAE933,B77W,OMDB,LLBG,OMDB,ALPOB,,441,503,,A6EBR,
1929853,2023-01-01T00:00:00.000+04:731,UAE96A,B77W,OMDB,EPWA,OMDB,TUMAK,,442,503,,A6EGV,
1929854,2023-01-01T00:00:00.000+04:732,ABY021,A320,OMSJ,UGTB,OMSJ,GABKO,,442,453,,A6ANS,
1929855,2023-01-01T00:00:00.000+04:733,UAE837,B77W,OMDB,OBBI,OMDB,ORMID,,443,506,,A6EPP,
1929856,2023-01-01T00:00:00.000+04:734,UAE35,B77W,OMDB,EGNT,OMDB,TUMAK,,444,506,,A6ENW,
1929857,2023-01-01T00:00:00.000+04:735,UAE1EW,A388,OMDB,HECA,OMDB,ALPOB,,445,508,,A6EEJ,
1929858,2023-01-01T00:00:00.000+04:736,FSU4811,IL76,OMFJ,OMAA,OMFJ,OMAA,,448,518,,URFSA,
1929859,2023-01-01T00:00:00.000+04:737,UAE9J,B77W,OMDB,EGSS,OMDB,TUMAK,,448,510,,A6EQH,
1929860,2023-01-01T00:00:00.000+04:738,ABY337,A320,OMSJ,OJAI,OMSJ,ALPOB,,448,515,,A6AOX,
1929861,2023-01-01T00:00:00.000+04:739,UAE25J,B77W,OMDB,DAAG,OMDB,ALPOB,,450,512,,A6EGE,
1929862,2023-01-01T00:00:00.000+04:740,UAE17,A388,OMDB,EGCC,OMDB,TUMAK,,451,513,,A6EVK,
1929863,2023-01-01T00:00:00.000+04:741,GFA069,A20N,VOMM,OBBI,SODEX,ORMID,,451,518,,A9CTE,
1929864,2023-01-01T00:00:00.000+04:742,ABY125,A320,OMSJ,OKBK,OMSJ,TUMAK,,452,517,,A6AOI,
1929865,2023-01-01T00:00:00.000+04:743,UAE183,B77W,OMDB,EBBR,OMDB,TUMAK,,453,515,,A6EQK,
1929866,2023-01-01T00:00:00.000+04:744,UAE74A,B77W,OMDB,KBOS,OMDB,GABKO,,454,505,,A6EPY,
1929867,2023-01-01T00:00:00.000+04:745,THY24V,A333,OMDB,LTFM,OMDB,TUMAK,,455,519,,TCJNS,
1929868,2023-01-01T00:00:00.000+04:746,SVA566,A320,OEJN,OMDB,PEKEM,OMDB,,457,535,,HZAS79,
1929869,2023-01-01T00:00:00.000+04:747,FDB539,B738,OMDB,VNKT,OMDB,GABKO,,457,508,,A6FEO,
1929870,2023-01-01T00:00:00.000+04:748,WAZ7077,A21N,OMAA,UAAA,OMAA,GABKO,,457,517,,A6WZA,
1929871,2023-01-01T00:00:00.000+04:749,ABY414,A320,VOCB,OMSJ,PASOV,OMSJ,,458,516,,A6AOR,
1929872,2023-01-01T00:00:00.000+04:750,UAE157,B77W,OMDB,ESSA,OMDB,TUMAK,,458,520,,A6EGM,
1929873,2023-01-01T00:00:00.000+04:751,ETD393,A321,OMAA,OTHH,OMAA,MEKMA,,459,523,,A6AEF,
1929874,2023-01-01T00:00:00.000+04:752,UAE69R,A388,OMDB,KJFK,OMDB,GABKO,,459,510,,A6EOL,
1929875,2023-01-01T00:00:00.000+04:753,UAE232,A388,KIAD,OMDB,OBNET,OMDB,,501,523,,A6EVE,
1929876,2023-01-01T00:00:00.000+04:754,UAE87,A388,OMDB,LSZH,OMDB,TUMAK,,501,523,,A6EOO,
1929877,2023-01-01T00:00:00.000+04:755,ABY135,A320,OMSJ,OTHH,OMSJ,TOSNA,,502,531,,A6ANQ,
1929878,2023-01-01T00:00:00.000+04:756,SVA741,A333,VABB,OERK,LUDID,PEKEM,,502,514,,HZAQJ,
1929879,2023-01-01T00:00:00.000+04:757,GFA275,A20N,VOHS,OBBI,MENSA,ORMID,,503,539,,A9CTB,
1929880,2023-01-01T00:00:00.000+04:758,FDB131,B738,OMDB,OOMS,OMDB,TARDI,,503,519,,OKTVH,
1929881,2023-01-01T00:00:00.000+04:759,UAE89,B77W,OMDB,LSGG,OMDB,TUMAK,,505,527,,A6EQP,
1929882,2023-01-01T00:00:00.000+04:760,QTR1038,A320,OTHH,OMSJ,ASTOG,OMSJ,,505,538,,A7AHC,
1929884,2023-01-01T00:00:00.000+04:761,AIC922,A20N,OERK,VABB,NALPO,TONVO,,506,525,,VTEXU,
1929885,2023-01-01T00:00:00.000+04:762,UAE1GP,B77W,OMDB,LFMN,OMDB,TUMAK,,506,529,,A6EQL,
1929886,2023-01-01T00:00:00.000+04:763,FVS201,DH8D,OMAD,OMAZ,OMAD,OMAZ,,507,530,,A6FLQ,
1929887,2023-01-01T00:00:00.000+04:764,ADY714,A320,OMAA,UGTB,OMAA,GABKO,,507,526,,A6AUF,
1929888,2023-01-01T00:00:00.000+04:765,CPA007,B748,VHHH,OMDW,PASOV,OMDW,,508,529,,BLJE,
1929890,2023-01-01T00:00:00.000+04:766,UAF822,C295,OMAA,OMQS,OMAA,OMQS,,509,556,,821,
1929891,2023-01-01T00:00:00.000+04:767,UAE8LT,B77W,OMDB,DTTA,OMDB,ALPOB,,509,532,,A6ECA,
1929892,2023-01-01T00:00:00.000+04:768,ABY624,A320,OMSJ,HECA,OMSJ,ALPOB,,510,536,,A6ANM,
1929893,2023-01-01T00:00:00.000+04:769,BOX513,B77L,VHHH,OMDB,PASOV,OMDB,,510,529,,DAALB,
1929894,2023-01-01T00:00:00.000+04:770,ART302,B38M,OMDW,EDDB,OMDW,TUMAK,,510,535,,9HORN,
1929896,2023-01-01T00:00:00.000+04:771,UAE51N,A388,OMDB,KSFO,OMDB,GABKO,,512,523,,A6EVJ,
1929897,2023-01-01T00:00:00.000+04:772,UAE9817,B77F,VAAH,OMDW,PASOV,OMDW,,512,540,,A6EFI,
1929898,2023-01-01T00:00:00.000+04:773,QTR32W,B77W,OTHH,FAOR,BUNDU,LABRI,,512,533,,A7BAW,
1929899,2023-01-01T00:00:00.000+04:774,ADY020,A320,OMAA,OKBK,OMAA,TUMAK,,513,533,,A6AUD,
1930648,2023-01-01T00:00:00.000+04:775,FDB59K,B738,OPKC,OMDB,PASOV,OMDB,,1326,1347,,A6FEK,
1930649,2023-01-01T00:00:00.000+04:776,FDB2WA,B738,OKBK,OMDB,OBNET,OMDB,,1326,1350,,A6FGF,
1930650,2023-01-01T00:00:00.000+04:777,ABY192,A320,OETB,OMSJ,NALPO,OMSJ,,1327,1353,,A6AOR,
1930651,2023-01-01T00:00:00.000+04:778,IGO1769,A20N,OMDB,VIDP,OMDB,GABKO,,1327,1339,,VTISR,
1930652,2023-01-01T00:00:00.000+04:779,ABY547,A320,OPKC,OMSJ,MENSA,OMSJ,,1328,1343,,A6AOC,
1930653,2023-01-01T00:00:00.000+04:780,FDB1928,B38M,OIIE,OMDB,ORSAR,OMDB,,1328,1352,,A6FMO,
1930654,2023-01-01T00:00:00.000+04:781,FDB1210,B38M,LLBG,OMDB,NALPO,OMDB,,1330,1356,,A6FKC,
1930655,2023-01-01T00:00:00.000+04:782,ETD36V,B789,LIMC,OMAA,TOSNA,OMAA,,1330,1353,,A6BLG,
1930656,2023-01-01T00:00:00.000+04:783,ABY645,A320,HCMH,OMSJ,MUSAP,OMSJ,,1331,1349,,A6ANA,
1930657,2023-01-01T00:00:00.000+04:784,CLX839A,B748,ELLX,WMKK,OBNET,TONVO,,1331,1348,,LXVCA,
1930658,2023-01-01T00:00:00.000+04:785,AXB346,B738,OMDB,VOCL,OMDB,TARDI,,1332,1345,,VTAYB,
1930659,2023-01-01T00:00:00.000+04:786,QTR1051,A320,OMAA,OTHH,OMAA,MEKMA,,1333,1357,,A7LAE,
1930660,2023-01-01T00:00:00.000+04:787,ETD78G,B78X,LIRF,OMAA,TOSNA,OMAA,,1334,1357,,A6BME,
1930661,2023-01-01T00:00:00.000+04:788,OMA610,B38M,OMDB,OOMS,OMDB,TARDI,,1334,1349,,A4OMK,
1930662,2023-01-01T00:00:00.000+04:789,FDB898,B738,OEMA,OMDB,NALPO,OMDB,,1335,1400,,A6FGD,
1930663,2023-01-01T00:00:00.000+04:790,SVA797,A333,OPPS,OERK,LUDID,PEKEM,,1336,1347,,HZAQL,
1930664,2023-01-01T00:00:00.000+04:791,ETD514,A321,OJAI,OMAA,TOSNA,OMAA,,1336,1401,,A6AEE,
1930665,2023-01-01T00:00:00.000+04:792,GFA508,A20N,OBBI,OMDB,NALPO,OMDB,,1336,1402,,A9CTC,
1930666,2023-01-01T00:00:00.000+04:793,ABQ417,A21N,OMDB,OPLA,OMDB,LALDO,,1337,1352,,APBOE,
1930667,2023-01-01T00:00:00.000+04:794,HBJGG,F2TH,LSGG,OMDW,NALPO,OMDW,,1337,1415,,HBJGG,
1930668,2023-01-01T00:00:00.000+04:795,TVS16J,C680,OERK,OMDW,NALPO,OMDW,,1338,1410,,OKJRS,
1930669,2023-01-01T00:00:00.000+04:796,FDB7134,B738,OEJN,OMDB,PEKEM,OMDB,,1338,1415,,A6FGB,
1930670,2023-01-01T00:00:00.000+04:797,SEJ015,B38M,VAAH,OMDB,PASOV,OMDB,,1338,1358,,VTMXI,
1930671,2023-01-01T00:00:00.000+04:798,ABY133,A320,OMSJ,OTHH,OMSJ,TOSNA,,1340,1410,,A6ANS,
1930672,2023-01-01T00:00:00.000+04:799,VLKRE46,Q9,ZZZZ,OMAM,MENSA,OMAM,,1340,1452, Callsign:Error,ONFILE,
1930673,2023-01-01T00:00:00.000+04:800,FDB874,B738,OETF,OMDB,PEKEM,OMDB,,1340,1417,,A6FET,
1930674,2023-01-01T00:00:00.000+04:801,KZR207,A21N,UACC,OMDB,PATAT,OMDB,,1341,1406,,EIKGF,
1930675,2023-01-01T00:00:00.000+04:802,VTI201,A21N,VABB,OMDB,PASOV,OMDB,,1341,1404,,VTTVE,
1930676,2023-01-01T00:00:00.000+04:803,FDB3CF,B38M,OMDB,LKPR,OMDB,GABKO,,1341,1353,,A6FPC,
1930677,2023-01-01T00:00:00.000+04:804,N900BT,C25C,VAAH,OMDW,PASOV,OMDW,,1341,1401, Callsign:Error,N900BT,
1930678,2023-01-01T00:00:00.000+04:805,ESW55,GLF5,OMAD,UBBB,OMAD,GABKO,,1341,1401,,4KJJ888,
1930679,2023-01-01T00:00:00.000+04:806,ETH603,B77W,OMDB,HAAB,OMDB,MEMTU,,1342,1404,,ETASL,
1930680,2023-01-01T00:00:00.000+04:807,KNE509,A20N,OEJN,OMDB,PEKEM,OMDB,,1344,1431,,HZNS47,
1930681,2023-01-01T00:00:00.000+04:808,SVA589,A320,OMDB,OEJN,OMDB,PEKEM,,1344,1420,,HZAS55,
1930682,2023-01-01T00:00:00.000+04:809,VTARO,F2TH,VABB,OMDW,PASOV,OMDW,,1345,1405,,VTARO,
1930683,2023-01-01T00:00:00.000+04:810,DCW123,GLEX,OMDW,EGGW,OMDW,TUMAK,,1347,1408,,9HIRC,
1930684,2023-01-01T00:00:00.000+04:811,SIA494,A359,WSSS,OMDB,TAPRA,OMDB,,1348,1411,,9VSHQ,
1930685,2023-01-01T00:00:00.000+04:812,T7ARG,GLF5,FSIA,OMDB,MUSAP,OMDB,,1348,1409, Callsign:Error,T7ARG,
1930686,2023-01-01T00:00:00.000+04:813,RA67169,CL60,UUWW,OMDW,PATAT,OMDW,,1348,1424,,RA67169,
1930687,2023-01-01T00:00:00.000+04:814,FDB257,B738,OMDB,OIKB,OMDB,GABKO,,1349,1401,,A6FEM,
1930688,2023-01-01T00:00:00.000+04:815,FDB372,B738,OPFA,OMDB,PATAT,OMDB,,1349,1413,,A6FGH,
1930689,2023-01-01T00:00:00.000+04:816,KNE207,A20N,OERK,OMDB,NALPO,OMDB,,1351,1419,,HZNS23,
1930690,2023-01-01T00:00:00.000+04:817,OMA656,B38M,OBBI,OOMS,NALPO,TARDI,,1353,1414,,A4OMD,
1930691,2023-01-01T00:00:00.000+04:818,ABQ411,A321,OMDB,OPLA,OMDB,LALDO,,1354,1409,,APBMP,
1930692,2023-01-01T00:00:00.000+04:819,UAE958,B77W,OLBA,OMDB,OBNET,OMDB,,1355,1421,,A6EPT,
1930693,2023-01-01T00:00:00.000+04:820,ETD6HZ,B789,KIAD,OMAA,TOSNA,OMAA,,1355,1418,,A6BLE,
1930694,2023-01-01T00:00:00.000+04:821,JZR124,A20N,OMDB,OKBK,OMDB,TUMAK,,1356,1418,,9KCBA,
1930695,2023-01-01T00:00:00.000+04:822,SEP851,A332,OPPS,OEJN,LUDID,PEKEM,,1356,1408,,APBNG,
1930696,2023-01-01T00:00:00.000+04:823,FDB7LE,B39M,OMDB,OKBK,OMDB,TUMAK,,1358,1420,,A6FNA,
1930697,2023-01-01T00:00:00.000+04:824,UAE93Q,B77W,KSEA,OMDB,PATAT,OMDB,,1358,1422,,A6EQD,
1930698,2023-01-01T00:00:00.000+04:825,TVS7J2,B38M,LKPR,OMDB,ORSAR,OMDB,,1358,1424,,OKSWM,
1930699,2023-01-01T00:00:00.000+04:826,UAE902,B77W,OJAI,OMDB,NALPO,OMDB,,1359,1428,,A6EGY,
1930700,2023-01-01T00:00:00.000+04:827,AHY6732,A346,OMDB,UBBB,OMDB,GABKO,,1359,1410,,4KAI08,
1930702,2023-01-01T00:00:00.000+04:828,GFA507,A20N,OMDB,OBBI,OMDB,ORMID,,1401,1425,,A9CTB,
1930703,2023-01-01T00:00:00.000+04:829,CLX9426,B748,VTBS,OMDW,PASOV,OMDW,,1401,1421,,LXVCL,
1930704,2023-01-01T00:00:00.000+04:830,OMS264,A20N,OBBI,OOMS,NALPO,TARDI,,1401,1421,,A4OOVD,
